fecha,sk_fecha,anio,mes,dia,dia_semana
1960-11-23,775,1960,11,23,2
1960-11-24,776,1960,11,24,3
1960-12-03,777,1960,12,3,5
1960-12-05,778,1960,12,5,0
1960-12-06,779,1960,12,6,1
1960-12-10,780,1960,12,10,5
1960-12-13,781,1960,12,13,1
1960-12-16,782,1960,12,16,4
1960-12-17,783,1960,12,17,5
1960-12-19,784,1960,12,19,0
1960-12-23,785,1960,12,23,4
1960-12-24,786,1960,12,24,5
1961-01-11,787,1961,1,11,2
1961-01-14,788,1961,1,14,5
1961-01-16,789,1961,1,16,0
1961-01-23,790,1961,1,23,0
1961-01-31,791,1961,1,31,1
1961-02-07,792,1961,2,7,1
1961-02-14,793,1961,2,14,1
1961-02-15,794,1961,2,15,2
1961-02-18,795,1961,2,18,5
1961-02-24,796,1961,2,24,4
1961-02-28,797,1961,2,28,1
1961-03-01,798,1961,3,1,2
1961-03-12,799,1961,3,12,6
1961-03-24,800,1961,3,24,4
1961-03-26,801,1961,3,26,6
1961-04-07,802,1961,4,7,4
1961-04-11,803,1961,4,11,1
1961-04-18,804,1961,4,18,1
1961-04-26,805,1961,4,26,2
1961-04-28,806,1961,4,28,4
1961-05-04,807,1961,5,4,3
1961-05-19,808,1961,5,19,4
1961-05-24,809,1961,5,24,2
1961-05-25,810,1961,5,25,3
1961-05-27,811,1961,5,27,5
1961-06-03,812,1961,6,3,5
1961-06-07,813,1961,6,7,2
1961-06-10,814,1961,6,10,5
1961-06-15,815,1961,6,15,3
1961-06-22,816,1961,6,22,3
1961-06-30,817,1961,6,30,4
1961-07-01,818,1961,7,1,5
1961-07-07,819,1961,7,7,4
1961-07-08,820,1961,7,8,5
1961-07-17,821,1961,7,17,0
1961-07-30,822,1961,7,30,6
1961-08-15,823,1961,8,15,1
1961-08-23,824,1961,8,23,2
1961-08-26,825,1961,8,26,5
1961-08-27,826,1961,8,27,6
1961-08-30,827,1961,8,30,2
1961-08-31,828,1961,8,31,3
1961-09-04,829,1961,9,4,0
1961-09-05,830,1961,9,5,1
1961-09-16,831,1961,9,16,5
1961-09-21,832,1961,9,21,3
1961-09-25,833,1961,9,25,0
1961-09-26,834,1961,9,26,1
1961-10-03,835,1961,10,3,1
1961-10-04,836,1961,10,4,2
1961-10-07,837,1961,10,7,5
1961-10-10,838,1961,10,10,1
1961-10-16,839,1961,10,16,0
1961-10-17,840,1961,10,17,1
1961-10-18,841,1961,10,18,2
1961-10-22,842,1961,10,22,6
1961-10-26,843,1961,10,26,3
1961-11-03,844,1961,11,3,4
1961-11-11,845,1961,11,11,5
1961-11-12,846,1961,11,12,6
1961-11-13,847,1961,11,13,0
1961-11-17,848,1961,11,17,4
1961-11-19,849,1961,11,19,6
1961-11-21,850,1961,11,21,1
1961-11-24,851,1961,11,24,4
1961-11-25,852,1961,11,25,5
1961-11-29,853,1961,11,29,2
1961-12-01,854,1961,12,1,4
1961-12-05,855,1961,12,5,1
1961-12-08,856,1961,12,8,4
1961-12-12,857,1961,12,12,1
1961-12-17,858,1961,12,17,6
1961-12-19,859,1961,12,19,1
1961-12-23,860,1961,12,23,5
1961-12-25,861,1961,12,25,0
1961-12-26,862,1961,12,26,1
1961-12-29,863,1961,12,29,4
1962-01-02,864,1962,1,2,1
1962-01-03,865,1962,1,3,2
1962-01-05,866,1962,1,5,4
1962-01-12,867,1962,1,12,4
1962-01-15,868,1962,1,15,0
1962-01-18,869,1962,1,18,3
1962-01-23,870,1962,1,23,1
1962-01-29,871,1962,1,29,0
1962-02-12,872,1962,2,12,0
1962-02-14,873,1962,2,14,2
1962-02-21,874,1962,2,21,2
1962-02-25,875,1962,2,25,6
1962-02-26,876,1962,2,26,0
1962-02-28,877,1962,2,28,2
1962-03-14,878,1962,3,14,2
1962-03-17,879,1962,3,17,5
1962-04-03,880,1962,4,3,1
1962-04-07,881,1962,4,7,5
1962-04-11,882,1962,4,11,2
1962-04-17,883,1962,4,17,1
1962-04-19,884,1962,4,19,3
1962-04-29,885,1962,4,29,6
1962-04-30,886,1962,4,30,0
1962-05-03,887,1962,5,3,3
1962-05-08,888,1962,5,8,1
1962-05-17,889,1962,5,17,3
1962-05-26,890,1962,5,26,5
1962-05-29,891,1962,5,29,1
1962-05-31,892,1962,5,31,3
1962-06-11,893,1962,6,11,0
1962-06-15,894,1962,6,15,4
1962-06-23,895,1962,6,23,5
1962-06-25,896,1962,6,25,0
1962-07-01,897,1962,7,1,6
1962-07-11,898,1962,7,11,2
1962-07-16,899,1962,7,16,0
1962-07-28,900,1962,7,28,5
1962-08-03,901,1962,8,3,4
1962-08-08,902,1962,8,8,2
1962-08-12,903,1962,8,12,6
1962-08-19,904,1962,8,19,6
1962-08-24,905,1962,8,24,4
1962-08-26,906,1962,8,26,6
1962-08-28,907,1962,8,28,1
1962-08-29,908,1962,8,29,2
1962-09-01,909,1962,9,1,5
1962-09-03,910,1962,9,3,0
1962-09-07,911,1962,9,7,4
1962-09-09,912,1962,9,9,6
1962-09-21,913,1962,9,21,4
1962-09-22,914,1962,9,22,5
1962-09-23,915,1962,9,23,6
1962-09-24,916,1962,9,24,0
1962-09-27,917,1962,9,27,3
1962-10-08,918,1962,10,8,0
1962-10-10,919,1962,10,10,2
1962-10-18,920,1962,10,18,3
1962-10-20,921,1962,10,20,5
1962-10-21,922,1962,10,21,6
1962-10-27,923,1962,10,27,5
1962-11-01,924,1962,11,1,3
1962-11-03,925,1962,11,3,5
1962-11-17,926,1962,11,17,5
1962-11-21,927,1962,11,21,2
1962-11-26,928,1962,11,26,0
1962-12-05,929,1962,12,5,2
1962-12-09,930,1962,12,9,6
1962-12-10,931,1962,12,10,0
1962-12-12,932,1962,12,12,2
1962-12-15,933,1962,12,15,5
1962-12-16,934,1962,12,16,6
1962-12-17,935,1962,12,17,0
1962-12-19,936,1962,12,19,2
1962-12-30,937,1962,12,30,6
1963-01-09,938,1963,1,9,2
1963-01-10,939,1963,1,10,3
1963-01-15,940,1963,1,15,1
1963-01-21,941,1963,1,21,0
1963-01-23,942,1963,1,23,2
1963-01-30,943,1963,1,30,2
1963-02-06,944,1963,2,6,2
1963-02-10,945,1963,2,10,6
1963-02-18,946,1963,2,18,0
1963-02-21,947,1963,2,21,3
1963-02-27,948,1963,2,27,2
1963-02-28,949,1963,2,28,3
1963-03-01,950,1963,3,1,4
1963-03-06,951,1963,3,6,2
1963-03-08,952,1963,3,8,4
1963-03-09,953,1963,3,9,5
1963-03-14,954,1963,3,14,3
1963-03-16,955,1963,3,16,5
1963-03-18,956,1963,3,18,0
1963-03-19,957,1963,3,19,1
1963-03-20,958,1963,3,20,2
1963-03-21,959,1963,3,21,3
1963-03-25,960,1963,3,25,0
1963-04-01,961,1963,4,1,0
1963-04-02,962,1963,4,2,1
1963-04-03,963,1963,4,3,2
1963-04-06,964,1963,4,6,5
1963-04-07,965,1963,4,7,6
1963-04-08,966,1963,4,8,0
1963-04-16,967,1963,4,16,1
1963-04-18,968,1963,4,18,3
1963-04-20,969,1963,4,20,5
1963-04-23,970,1963,4,23,1
1963-05-11,971,1963,5,11,5
1963-05-12,972,1963,5,12,6
1963-05-14,973,1963,5,14,1
1963-05-16,974,1963,5,16,3
1963-05-19,975,1963,5,19,6
1963-06-06,976,1963,6,6,3
1963-06-09,977,1963,6,9,6
1963-06-10,978,1963,6,10,0
1963-06-15,979,1963,6,15,5
1963-06-19,980,1963,6,19,2
1963-06-20,981,1963,6,20,3
1963-06-22,982,1963,6,22,5
1963-06-27,983,1963,6,27,3
1963-07-05,984,1963,7,5,4
1963-07-12,985,1963,7,12,4
1963-07-13,986,1963,7,13,5
1963-07-14,987,1963,7,14,6
1963-07-16,988,1963,7,16,1
1963-07-23,989,1963,7,23,1
1963-08-10,990,1963,8,10,5
1963-08-12,991,1963,8,12,0
1963-08-16,992,1963,8,16,4
1963-08-30,993,1963,8,30,4
1963-09-01,994,1963,9,1,6
1963-09-02,995,1963,9,2,0
1963-09-03,996,1963,9,3,1
1963-09-09,997,1963,9,9,0
1963-09-10,998,1963,9,10,1
1963-09-20,999,1963,9,20,4
1963-09-21,1000,1963,9,21,5
1963-09-25,1001,1963,9,25,2
1963-09-27,1002,1963,9,27,4
1963-09-30,1003,1963,9,30,0
1963-10-20,1004,1963,10,20,6
1963-10-21,1005,1963,10,21,0
1963-10-22,1006,1963,10,22,1
1963-10-24,1007,1963,10,24,3
1963-11-01,1008,1963,11,1,4
1963-11-11,1009,1963,11,11,0
1963-11-15,1010,1963,11,15,4
1963-11-16,1011,1963,11,16,5
1963-11-19,1012,1963,11,19,1
1963-11-25,1013,1963,11,25,0
1963-12-01,1014,1963,12,1,6
1963-12-02,1015,1963,12,2,0
1963-12-10,1016,1963,12,10,1
1963-12-12,1017,1963,12,12,3
1963-12-16,1018,1963,12,16,0
1963-12-18,1019,1963,12,18,2
1963-12-25,1020,1963,12,25,2
1963-12-26,1021,1963,12,26,3
1964-01-01,1022,1964,1,1,2
1964-01-03,1023,1964,1,3,4
1964-01-04,1024,1964,1,4,5
1964-01-08,1025,1964,1,8,2
1964-01-14,1026,1964,1,14,1
1964-01-15,1027,1964,1,15,2
1964-01-20,1028,1964,1,20,0
1964-01-24,1029,1964,1,24,4
1964-01-25,1030,1964,1,25,5
1964-01-27,1031,1964,1,27,0
1964-02-13,1032,1964,2,13,3
1964-02-15,1033,1964,2,15,5
1964-02-21,1034,1964,2,21,4
1964-03-07,1035,1964,3,7,5
1964-03-09,1036,1964,3,9,0
1964-03-12,1037,1964,3,12,3
1964-03-29,1038,1964,3,29,6
1964-04-08,1039,1964,4,8,2
1964-04-13,1040,1964,4,13,0
1964-04-20,1041,1964,4,20,0
1964-04-21,1042,1964,4,21,1
1964-04-22,1043,1964,4,22,2
1964-04-28,1044,1964,4,28,1
1964-05-04,1045,1964,5,4,0
1964-05-06,1046,1964,5,6,2
1964-05-21,1047,1964,5,21,3
1964-05-24,1048,1964,5,24,6
1964-06-11,1049,1964,6,11,3
1964-06-12,1050,1964,6,12,4
1964-06-15,1051,1964,6,15,0
1964-06-16,1052,1964,6,16,1
1964-06-17,1053,1964,6,17,2
1964-06-25,1054,1964,6,25,3
1964-06-26,1055,1964,6,26,4
1964-06-29,1056,1964,6,29,0
1964-07-05,1057,1964,7,5,6
1964-07-15,1058,1964,7,15,2
1964-07-23,1059,1964,7,23,3
1964-07-24,1060,1964,7,24,4
1964-07-26,1061,1964,7,26,6
1964-08-05,1062,1964,8,5,2
1964-08-26,1063,1964,8,26,2
1964-09-13,1064,1964,9,13,6
1964-09-15,1065,1964,9,15,1
1964-09-23,1066,1964,9,23,2
1964-09-25,1067,1964,9,25,4
1964-10-11,1068,1964,10,11,6
1964-10-19,1069,1964,10,19,0
1964-10-20,1070,1964,10,20,1
1964-10-22,1071,1964,10,22,3
1964-10-24,1072,1964,10,24,5
1964-10-27,1073,1964,10,27,1
1964-11-02,1074,1964,11,2,0
1964-11-03,1075,1964,11,3,1
1964-11-05,1076,1964,11,5,3
1964-11-10,1077,1964,11,10,1
1964-11-18,1078,1964,11,18,2
1964-11-19,1079,1964,11,19,3
1964-11-30,1080,1964,11,30,0
1964-12-02,1081,1964,12,2,2
1964-12-07,1082,1964,12,7,0
1964-12-12,1083,1964,12,12,5
1964-12-14,1084,1964,12,14,0
1964-12-17,1085,1964,12,17,3
1964-12-22,1086,1964,12,22,1
1964-12-25,1087,1964,12,25,4
1964-12-26,1088,1964,12,26,5
1965-01-01,1089,1965,1,1,4
1965-01-03,1090,1965,1,3,6
1965-01-04,1091,1965,1,4,0
1965-01-14,1092,1965,1,14,3
1965-01-17,1093,1965,1,17,6
1965-01-20,1094,1965,1,20,2
1965-01-21,1095,1965,1,21,3
1965-01-26,1096,1965,1,26,1
1965-01-30,1097,1965,1,30,5
1965-02-08,1098,1965,2,8,0
1965-02-13,1099,1965,2,13,5
1965-02-16,1100,1965,2,16,1
1965-02-20,1101,1965,2,20,5
1965-02-25,1102,1965,2,25,3
1965-03-02,1103,1965,3,2,1
1965-03-04,1104,1965,3,4,3
1965-03-05,1105,1965,3,5,4
1965-03-12,1106,1965,3,12,4
1965-03-13,1107,1965,3,13,5
1965-03-16,1108,1965,3,16,1
1965-03-21,1109,1965,3,21,6
1965-03-22,1110,1965,3,22,0
1965-03-27,1111,1965,3,27,5
1965-04-05,1112,1965,4,5,0
1965-04-06,1113,1965,4,6,1
1965-04-08,1114,1965,4,8,3
1965-04-09,1115,1965,4,9,4
1965-04-14,1116,1965,4,14,2
1965-04-19,1117,1965,4,19,0
1965-04-21,1118,1965,4,21,2
1965-04-22,1119,1965,4,22,3
1965-05-04,1120,1965,5,4,1
1965-05-14,1121,1965,5,14,4
1965-05-18,1122,1965,5,18,1
1965-06-01,1123,1965,6,1,1
1965-06-06,1124,1965,6,6,6
1965-06-09,1125,1965,6,9,2
1965-06-17,1126,1965,6,17,3
1965-06-18,1127,1965,6,18,4
1965-06-21,1128,1965,6,21,0
1965-06-25,1129,1965,6,25,4
1965-07-04,1130,1965,7,4,6
1965-07-06,1131,1965,7,6,1
1965-07-08,1132,1965,7,8,3
1965-07-15,1133,1965,7,15,3
1965-07-17,1134,1965,7,17,5
1965-07-24,1135,1965,7,24,5
1965-07-29,1136,1965,7,29,3
1965-07-30,1137,1965,7,30,4
1965-08-02,1138,1965,8,2,0
1965-08-14,1139,1965,8,14,5
1965-08-16,1140,1965,8,16,0
1965-09-02,1141,1965,9,2,3
1965-09-09,1142,1965,9,9,3
1965-09-15,1143,1965,9,15,2
1965-09-22,1144,1965,9,22,2
1965-09-24,1145,1965,9,24,4
1965-10-02,1146,1965,10,2,5
1965-10-07,1147,1965,10,7,3
1965-10-20,1148,1965,10,20,2
1965-10-22,1149,1965,10,22,4
1965-10-23,1150,1965,10,23,5
1965-10-29,1151,1965,10,29,4
1965-10-30,1152,1965,10,30,5
1965-11-02,1153,1965,11,2,1
1965-11-20,1154,1965,11,20,5
1965-12-02,1155,1965,12,2,3
1965-12-11,1156,1965,12,11,5
1965-12-13,1157,1965,12,13,0
1965-12-16,1158,1965,12,16,3
1965-12-17,1159,1965,12,17,4
1965-12-18,1160,1965,12,18,5
1965-12-19,1161,1965,12,19,6
1965-12-29,1162,1965,12,29,2
1966-01-02,1163,1966,1,2,6
1966-01-06,1164,1966,1,6,3
1966-01-08,1165,1966,1,8,5
1966-01-10,1166,1966,1,10,0
1966-01-12,1167,1966,1,12,2
1966-01-19,1168,1966,1,19,2
1966-02-04,1169,1966,2,4,4
1966-02-27,1170,1966,2,27,6
1966-03-03,1171,1966,3,3,3
1966-03-04,1172,1966,3,4,4
1966-03-10,1173,1966,3,10,3
1966-03-13,1174,1966,3,13,6
1966-03-14,1175,1966,3,14,0
1966-03-15,1176,1966,3,15,1
1966-03-17,1177,1966,3,17,3
1966-03-22,1178,1966,3,22,1
1966-03-26,1179,1966,3,26,5
1966-03-27,1180,1966,3,27,6
1966-03-28,1181,1966,3,28,0
1966-04-09,1182,1966,4,9,5
1966-04-11,1183,1966,4,11,0
1966-04-20,1184,1966,4,20,2
1966-04-21,1185,1966,4,21,3
1966-04-22,1186,1966,4,22,4
1966-04-24,1187,1966,4,24,6
1966-04-26,1188,1966,4,26,1
1966-05-01,1189,1966,5,1,6
1966-05-06,1190,1966,5,6,4
1966-05-13,1191,1966,5,13,4
1966-05-18,1192,1966,5,18,2
1966-05-19,1193,1966,5,19,3
1966-06-01,1194,1966,6,1,2
1966-06-03,1195,1966,6,3,4
1966-06-14,1196,1966,6,14,1
1966-06-15,1197,1966,6,15,2
1966-06-25,1198,1966,6,25,5
1966-06-28,1199,1966,6,28,1
1966-06-30,1200,1966,6,30,3
1966-07-02,1201,1966,7,2,5
1966-07-08,1202,1966,7,8,4
1966-07-11,1203,1966,7,11,0
1966-07-12,1204,1966,7,12,1
1966-07-19,1205,1966,7,19,1
1966-07-21,1206,1966,7,21,3
1966-07-29,1207,1966,7,29,4
1966-07-30,1208,1966,7,30,5
1966-07-31,1209,1966,7,31,6
1966-08-02,1210,1966,8,2,1
1966-08-24,1211,1966,8,24,2
1966-08-26,1212,1966,8,26,4
1966-08-29,1213,1966,8,29,0
1966-09-02,1214,1966,9,2,4
1966-09-07,1215,1966,9,7,2
1966-09-08,1216,1966,9,8,3
1966-09-13,1217,1966,9,13,1
1966-09-15,1218,1966,9,15,3
1966-09-21,1219,1966,9,21,2
1966-09-26,1220,1966,9,26,0
1966-10-03,1221,1966,10,3,0
1966-10-11,1222,1966,10,11,1
1966-10-24,1223,1966,10,24,0
1966-10-26,1224,1966,10,26,2
1966-11-06,1225,1966,11,6,6
1966-11-08,1226,1966,11,8,1
1966-11-09,1227,1966,11,9,2
1966-11-10,1228,1966,11,10,3
1966-11-24,1229,1966,11,24,3
1966-11-25,1230,1966,11,25,4
1966-11-29,1231,1966,11,29,1
1966-12-01,1232,1966,12,1,3
1966-12-03,1233,1966,12,3,5
1966-12-05,1234,1966,12,5,0
1966-12-09,1235,1966,12,9,4
1966-12-17,1236,1966,12,17,5
1966-12-28,1237,1966,12,28,2
1966-12-30,1238,1966,12,30,4
1967-01-02,1239,1967,1,2,0
1967-01-12,1240,1967,1,12,3
1967-01-14,1241,1967,1,14,5
1967-01-18,1242,1967,1,18,2
1967-01-21,1243,1967,1,21,5
1967-02-03,1244,1967,2,3,4
1967-02-07,1245,1967,2,7,1
1967-02-13,1246,1967,2,13,0
1967-02-14,1247,1967,2,14,1
1967-02-28,1248,1967,2,28,1
1967-03-04,1249,1967,3,4,5
1967-03-07,1250,1967,3,7,1
1967-03-16,1251,1967,3,16,3
1967-04-05,1252,1967,4,5,2
1967-04-06,1253,1967,4,6,3
1967-04-08,1254,1967,4,8,5
1967-04-15,1255,1967,4,15,5
1967-04-16,1256,1967,4,16,6
1967-04-22,1257,1967,4,22,5
1967-05-03,1258,1967,5,3,2
1967-05-07,1259,1967,5,7,6
1967-05-08,1260,1967,5,8,0
1967-05-25,1261,1967,5,25,3
1967-05-26,1262,1967,5,26,4
1967-05-27,1263,1967,5,27,5
1967-05-29,1264,1967,5,29,0
1967-06-05,1265,1967,6,5,0
1967-06-08,1266,1967,6,8,3
1967-06-12,1267,1967,6,12,0
1967-06-18,1268,1967,6,18,6
1967-06-20,1269,1967,6,20,1
1967-06-28,1270,1967,6,28,2
1967-06-30,1271,1967,6,30,4
1967-07-02,1272,1967,7,2,6
1967-07-14,1273,1967,7,14,4
1967-07-15,1274,1967,7,15,5
1967-07-18,1275,1967,7,18,1
1967-07-21,1276,1967,7,21,4
1967-07-23,1277,1967,7,23,6
1967-07-28,1278,1967,7,28,4
1967-07-29,1279,1967,7,29,5
1967-07-31,1280,1967,7,31,0
1967-08-01,1281,1967,8,1,1
1967-08-09,1282,1967,8,9,2
1967-08-24,1283,1967,8,24,3
1967-08-25,1284,1967,8,25,4
1967-08-29,1285,1967,8,29,1
1967-09-04,1286,1967,9,4,0
1967-09-10,1287,1967,9,10,6
1967-09-13,1288,1967,9,13,2
1967-09-15,1289,1967,9,15,4
1967-09-18,1290,1967,9,18,0
1967-09-20,1291,1967,9,20,2
1967-09-21,1292,1967,9,21,3
1967-09-29,1293,1967,9,29,4
1967-10-02,1294,1967,10,2,0
1967-10-04,1295,1967,10,4,2
1967-10-12,1296,1967,10,12,3
1967-10-14,1297,1967,10,14,5
1967-10-25,1298,1967,10,25,2
1967-11-03,1299,1967,11,3,4
1967-11-04,1300,1967,11,4,5
1967-11-06,1301,1967,11,6,0
1967-11-13,1302,1967,11,13,0
1967-11-14,1303,1967,11,14,1
1967-11-15,1304,1967,11,15,2
1967-11-20,1305,1967,11,20,0
1967-11-25,1306,1967,11,25,5
1967-11-27,1307,1967,11,27,0
1967-12-01,1308,1967,12,1,4
1967-12-10,1309,1967,12,10,6
1967-12-11,1310,1967,12,11,0
1967-12-13,1311,1967,12,13,2
1967-12-16,1312,1967,12,16,5
1967-12-17,1313,1967,12,17,6
1967-12-23,1314,1967,12,23,5
1967-12-25,1315,1967,12,25,0
1967-12-29,1316,1967,12,29,4
1968-01-01,1317,1968,1,1,0
1968-01-03,1318,1968,1,3,2
1968-01-05,1319,1968,1,5,4
1968-01-11,1320,1968,1,11,3
1968-01-16,1321,1968,1,16,1
1968-01-17,1322,1968,1,17,2
1968-01-18,1323,1968,1,18,3
1968-02-09,1324,1968,2,9,4
1968-02-14,1325,1968,2,14,2
1968-02-16,1326,1968,2,16,4
1968-02-18,1327,1968,2,18,6
1968-02-19,1328,1968,2,19,0
1968-02-22,1329,1968,2,22,3
1968-02-27,1330,1968,2,27,1
1968-02-29,1331,1968,2,29,3
1968-03-03,1332,1968,3,3,6
1968-03-06,1333,1968,3,6,2
1968-03-17,1334,1968,3,17,6
1968-03-20,1335,1968,3,20,2
1968-03-21,1336,1968,3,21,3
1968-03-22,1337,1968,3,22,4
1968-03-26,1338,1968,3,26,1
1968-04-01,1339,1968,4,1,0
1968-04-07,1340,1968,4,7,6
1968-04-08,1341,1968,4,8,0
1968-04-10,1342,1968,4,10,2
1968-04-11,1343,1968,4,11,3
1968-04-14,1344,1968,4,14,6
1968-04-15,1345,1968,4,15,0
1968-04-19,1346,1968,4,19,4
1968-04-29,1347,1968,4,29,0
1968-05-01,1348,1968,5,1,2
1968-05-02,1349,1968,5,2,3
1968-05-05,1350,1968,5,5,6
1968-05-10,1351,1968,5,10,4
1968-05-14,1352,1968,5,14,1
1968-05-20,1353,1968,5,20,0
1968-05-25,1354,1968,5,25,5
1968-06-03,1355,1968,6,3,0
1968-06-04,1356,1968,6,4,1
1968-06-14,1357,1968,6,14,4
1968-06-16,1358,1968,6,16,6
1968-06-22,1359,1968,6,22,5
1968-06-24,1360,1968,6,24,0
1968-06-25,1361,1968,6,25,1
1968-07-09,1362,1968,7,9,1
1968-07-13,1363,1968,7,13,5
1968-07-22,1364,1968,7,22,0
1968-07-24,1365,1968,7,24,2
1968-07-25,1366,1968,7,25,3
1968-07-30,1367,1968,7,30,1
1968-08-08,1368,1968,8,8,3
1968-08-15,1369,1968,8,15,3
1968-08-17,1370,1968,8,17,5
1968-08-19,1371,1968,8,19,0
1968-08-26,1372,1968,8,26,0
1968-08-27,1373,1968,8,27,1
1968-09-07,1374,1968,9,7,5
1968-09-09,1375,1968,9,9,0
1968-09-10,1376,1968,9,10,1
1968-09-14,1377,1968,9,14,5
1968-09-16,1378,1968,9,16,0
1968-09-17,1379,1968,9,17,1
1968-09-28,1380,1968,9,28,5
1968-10-01,1381,1968,10,1,1
1968-10-09,1382,1968,10,9,2
1968-10-11,1383,1968,10,11,4
1968-10-20,1384,1968,10,20,6
1968-10-29,1385,1968,10,29,1
1968-11-01,1386,1968,11,1,4
1968-11-02,1387,1968,11,2,5
1968-11-03,1388,1968,11,3,6
1968-11-04,1389,1968,11,4,0
1968-11-06,1390,1968,11,6,2
1968-11-14,1391,1968,11,14,3
1968-11-15,1392,1968,11,15,4
1968-11-17,1393,1968,11,17,6
1968-11-20,1394,1968,11,20,2
1968-12-01,1395,1968,12,1,6
1968-12-02,1396,1968,12,2,0
1968-12-05,1397,1968,12,5,3
1968-12-13,1398,1968,12,13,4
1968-12-14,1399,1968,12,14,5
1968-12-20,1400,1968,12,20,4
1968-12-29,1401,1968,12,29,6
1969-01-03,1402,1969,1,3,4
1969-01-07,1403,1969,1,7,1
1969-01-10,1404,1969,1,10,4
1969-01-22,1405,1969,1,22,2
1969-01-24,1406,1969,1,24,4
1969-02-02,1407,1969,2,2,6
1969-02-05,1408,1969,2,5,2
1969-02-07,1409,1969,2,7,4
1969-02-10,1410,1969,2,10,0
1969-02-11,1411,1969,2,11,1
1969-02-24,1412,1969,2,24,0
1969-02-27,1413,1969,2,27,3
1969-03-02,1414,1969,3,2,6
1969-03-07,1415,1969,3,7,4
1969-03-13,1416,1969,3,13,3
1969-03-14,1417,1969,3,14,4
1969-03-23,1418,1969,3,23,6
1969-03-24,1419,1969,3,24,0
1969-04-14,1420,1969,4,14,0
1969-04-15,1421,1969,4,15,1
1969-04-29,1422,1969,4,29,1
1969-05-01,1423,1969,5,1,3
1969-05-15,1424,1969,5,15,3
1969-05-23,1425,1969,5,23,4
1969-06-08,1426,1969,6,8,6
1969-06-10,1427,1969,6,10,1
1969-06-11,1428,1969,6,11,2
1969-06-14,1429,1969,6,14,5
1969-06-16,1430,1969,6,16,0
1969-06-30,1431,1969,6,30,0
1969-07-02,1432,1969,7,2,2
1969-07-03,1433,1969,7,3,3
1969-07-08,1434,1969,7,8,1
1969-07-10,1435,1969,7,10,3
1969-07-11,1436,1969,7,11,4
1969-07-12,1437,1969,7,12,5
1969-07-13,1438,1969,7,13,6
1969-07-17,1439,1969,7,17,3
1969-08-01,1440,1969,8,1,4
1969-08-04,1441,1969,8,4,0
1969-08-10,1442,1969,8,10,6
1969-08-11,1443,1969,8,11,0
1969-08-19,1444,1969,8,19,1
1969-08-21,1445,1969,8,21,3
1969-08-23,1446,1969,8,23,5
1969-08-29,1447,1969,8,29,4
1969-08-30,1448,1969,8,30,5
1969-09-02,1449,1969,9,2,1
1969-09-04,1450,1969,9,4,3
1969-09-13,1451,1969,9,13,5
1969-09-18,1452,1969,9,18,3
1969-09-25,1453,1969,9,25,3
1969-09-29,1454,1969,9,29,0
1969-10-05,1455,1969,10,5,6
1969-10-14,1456,1969,10,14,1
1969-10-16,1457,1969,10,16,3
1969-10-17,1458,1969,10,17,4
1969-10-20,1459,1969,10,20,0
1969-10-29,1460,1969,10,29,2
1969-11-01,1461,1969,11,1,5
1969-11-03,1462,1969,11,3,0
1969-11-05,1463,1969,11,5,2
1969-11-06,1464,1969,11,6,3
1969-11-08,1465,1969,11,8,5
1969-11-14,1466,1969,11,14,4
1969-11-17,1467,1969,11,17,0
1969-11-20,1468,1969,11,20,3
1969-11-22,1469,1969,11,22,5
1969-11-30,1470,1969,11,30,6
1969-12-01,1471,1969,12,1,0
1969-12-15,1472,1969,12,15,0
1969-12-24,1473,1969,12,24,2
1969-12-26,1474,1969,12,26,4
1969-12-28,1475,1969,12,28,6
1969-12-29,1476,1969,12,29,0
1969-12-31,1477,1969,12,31,2
1970-01-03,1478,1970,1,3,5
1970-01-05,1479,1970,1,5,0
1970-01-11,1480,1970,1,11,6
1970-01-13,1481,1970,1,13,1
1970-01-29,1482,1970,1,29,3
1970-01-30,1483,1970,1,30,4
1970-02-01,1484,1970,2,1,6
1970-02-05,1485,1970,2,5,3
1970-02-11,1486,1970,2,11,2
1970-02-12,1487,1970,2,12,3
1970-02-13,1488,1970,2,13,4
1970-02-22,1489,1970,2,22,6
1970-02-27,1490,1970,2,27,4
1970-03-08,1491,1970,3,8,6
1970-03-12,1492,1970,3,12,3
1970-03-13,1493,1970,3,13,4
1970-03-17,1494,1970,3,17,1
1970-03-22,1495,1970,3,22,6
1970-03-24,1496,1970,3,24,1
1970-03-29,1497,1970,3,29,6
1970-04-01,1498,1970,4,1,2
1970-04-10,1499,1970,4,10,4
1970-04-28,1500,1970,4,28,1
1970-05-04,1501,1970,5,4,0
1970-05-11,1502,1970,5,11,0
1970-05-12,1503,1970,5,12,1
1970-05-14,1504,1970,5,14,3
1970-05-17,1505,1970,5,17,6
1970-05-20,1506,1970,5,20,2
1970-05-21,1507,1970,5,21,3
1970-05-22,1508,1970,5,22,4
1970-05-25,1509,1970,5,25,0
1970-05-27,1510,1970,5,27,2
1970-05-28,1511,1970,5,28,3
1970-06-03,1512,1970,6,3,2
1970-06-08,1513,1970,6,8,0
1970-06-14,1514,1970,6,14,6
1970-06-19,1515,1970,6,19,4
1970-06-27,1516,1970,6,27,5
1970-07-04,1517,1970,7,4,5
1970-07-05,1518,1970,7,5,6
1970-07-07,1519,1970,7,7,1
1970-07-16,1520,1970,7,16,3
1970-07-25,1521,1970,7,25,5
